Name-CN,Name-EN,图标分类-CN,图标分类-EN,图标预览,图标标签,UI 设计负责人,预计完成时间
时间线,timeline,数据图表,Charts,timeline.svg (https://dl.airtable.com/.attachments/542abece0971ce140a93083edfde4070/495642eb/timeline.svg),时间线，时间，charts，数据，分析，图表,常留留 常,2019-11-22
积极动态,positive-dynamics,数据图表,Charts,positive-dynamics.svg (https://dl.airtable.com/.attachments/048ed95082c3e22f2aaf25738f9f972f/a97b38dc/positive-dynamics.svg),动态，积极，正向，正向数据，数据，图表,常留留 常,2019-11-22
消极动态,negative-dynamics,数据图表,Charts,negative-dynamics.svg (https://dl.airtable.com/.attachments/82d56833080476737782b06406b66fd3/066d1f28/negative-dynamics.svg),动态，消极，负向，负向数据，数据，图表,常留留 常,2019-11-22
按开始时间排序,start-time-sort,数据图表,Charts,start-time-sort.svg (https://dl.airtable.com/.attachments/d3a81bf03619cfdb6fbfdd3e958505b0/561cc1e5/start-time-sort.svg),排序，序列，按时间排序，开始，数据，图表,常留留 常,2019-11-22
按结束时间排序,end-time-sort,数据图表,Charts,end-time-sort.svg (https://dl.airtable.com/.attachments/333af33847b7b577eebcb921b9ce1c92/8c59a10c/end-time-sort.svg),排序，序列，按时间排序，结束数据，图表,常留留 常,2019-11-22
按最近浏览量排序,recent-views-sort,数据图表,Charts,recent-views-sort.svg (https://dl.airtable.com/.attachments/0d7b67146ae28c2c848f36940ff7c3e3/a92c759d/recent-views-sort.svg),排序，浏览，最近，查看数据，查看，数据，图表,常留留 常,2019-11-22
按修改日期排序,change-date-sort,数据图表,Charts,change-date-sort.svg (https://dl.airtable.com/.attachments/0fb9687e2ce3cf857012f51f1adc5dfe/e2afa5c6/change-date-sort.svg),修改，排序，查看，数据，图表,常留留 常,2019-11-22
按跟进日期排序,follow-up-date-sort,数据图表,Charts,follow-up-date-sort.svg (https://dl.airtable.com/.attachments/adc9efde11999d0795a1274c325633d4/fb401dda/follow-up-date-sort.svg),跟进，箭头，下一步，排序，图表，数据,常留留 常,2019-11-22
按创建日期排序,creation-date-sort,数据图表,Charts,creation-date-sort.svg (https://dl.airtable.com/.attachments/c84749dfd1ada5821f53914b17d0e701/7d543e12/creation-date-sort.svg),创建，日期，排序，添加，图表，数据,常留留 常,2019-11-22
按截止日期排序,deadline-sort,数据图表,Charts,deadline-sort.svg (https://dl.airtable.com/.attachments/2f2dfd3d9242c776c627943bcb445d8e/7537f280/deadline-sort.svg),截止，关闭，排序，截止日期，图表，数据，charts,常留留 常,2019-11-22
活动源,activity-source,数据图表,Charts,activity-source.svg (https://dl.airtable.com/.attachments/d25b434f95c4ed9d8a751acc89f6815c/68bd6381/activity-source.svg),数据库，数据，数据源，活动源,常留留 常,2019-11-22
数据到达,data-arrival,数据图表,Charts,data-arrival.svg (https://dl.airtable.com/.attachments/fc9a626aec394d8fcc6b9262a23154c8/c4fdd7fa/data-arrival.svg),任务完成，完成，结束，成功，数据,常留留 常,2019-11-22
单播,unicast,数据图表,Charts,unicast.svg (https://dl.airtable.com/.attachments/36d2067dff9f7c1c5d1ad3601db8d03b/88560051/unicast.svg),点对点通信，节点传输,常留留 常,2019-11-22
多播,multicast,数据图表,Charts,multicast.svg (https://dl.airtable.com/.attachments/9f6bcd696a9b97e16ea47b7c5876465c/b38102a3/multicast.svg),组播，节点传输，多节点，传输，通信,常留留 常,2019-11-22
广播,broadcast-one,数据图表,Charts,broadcast.svg (https://dl.airtable.com/.attachments/24628f37b9716ec22be410c3fcac3d87/3993f21f/broadcast.svg),多节点传输，传输，数据，通信,常留留 常,2019-11-22
数据透视表,pivot-table,数据图表,Charts,pivot-table.svg (https://dl.airtable.com/.attachments/24d82d6de3e8c3f47d1841697b1e9600/46d54087/pivot-table.svg),数据，透视，表格，交互式表格,常留留 常,2019-11-22
气泡图,bubble-chart,数据图表,Charts,bubble-chart.svg (https://dl.airtable.com/.attachments/076833f217740c90c48eab3575df8c43/70c9aed1/bubble-chart.svg),气泡，数据，图表,常留留 常,2019-11-22
抖音,tiktok,品牌标识,Brand,抖音.svg (https://dl.airtable.com/.attachments/fe7559f4a352c4f42b37c60590f4720f/d3f4fd83.svg),抖音，短视频，小视频，TikTok，logo，字节跳动,常留留 常,2019-10-12
西瓜视频,xigua,品牌标识,Brand,西瓜.svg (https://dl.airtable.com/.attachments/11aa2d2f6c1e228b7cb8842957953715/40faa226.svg),西瓜，视频，场视频，logo，字节跳动,常留留 常,2019-10-12
火山小视频,vigo,品牌标识,Brand,火山.svg (https://dl.airtable.com/.attachments/51176771f63f949ded43419ea5555994/76fc87dc.svg),火山，小视频，短视频，logo，字节跳动,常留留 常,2019-10-12
topbuzz,topbuzz,品牌标识,Brand,topbuzz.svg (https://dl.airtable.com/.attachments/174b2ec8759d1ca05255b2c0814ba422/89a9f454/topbuzz.svg),短视频，小视频，Topbuzz，logo，字节跳动,常留留 常,2019-10-12
懂车帝,dongchedi,品牌标识,Brand,懂车帝.svg (https://dl.airtable.com/.attachments/816c7757958d08ce3c6ea02063c1f5c9/33bf8ee5.svg),汽车，资讯，媒体，logo，字节跳动,常留留 常,2019-10-12
飞书,lark,品牌标识,Brand,lark.svg (https://dl.airtable.com/.attachments/a79b9fc756932fd2cc0e8f4a315a7d69/567fd552/lark.svg),协作，办公，logo，字节跳动,常留留 常,2019-10-12
巨量引擎,oceanengine,品牌标识,Brand,oceanengine.svg (https://dl.airtable.com/.attachments/83b71ae1a2f3d4a96c857527aad13e1f/263496b2/oceanengine.svg),巨量引擎，广告投放，广告，变现，营销,常留留 常,2019-11-22
微博,weibo,品牌标识,Brand,微博.svg (https://dl.airtable.com/.attachments/7b42c3e1167d7c263414e308cc519c5f/71df3805.svg),微博，新浪微薄,常留留 常,2019-10-12
苹果,apple,品牌标识,Brand,苹果.svg (https://dl.airtable.com/.attachments/d2971769a3c8034a3597edd05728bd80/472e08d8.svg),苹果，手机，电脑，设备,常留留 常,2019-10-12
安卓,android,品牌标识,Brand,安卓.svg (https://dl.airtable.com/.attachments/22fbf63c3ae89a481e6ceb4115d27117/5f7eed60.svg),安卓，谷歌，操作系统,常留留 常,2019-10-12
微软视窗,windows,品牌标识,Brand,Windows.svg (https://dl.airtable.com/.attachments/5c7e409f96616887624fa34ee6d97cf3/65d5b322/Windows.svg),微软，操作系统,常留留 常,2019-10-12
星图,xingtu,品牌标识,Brand,star.svg (https://dl.airtable.com/.attachments/50d534016d4ee4cc1de8f0e8a36a8798/26766b87/star.svg),星图，达人，撮合，即合，oceanengine,常留留 常,2019-11-22
飞鱼CRM,feiyu,品牌标识,Brand,feiyu.svg (https://dl.airtable.com/.attachments/449ff3615e8758c8c75cb8920136977c/15134f6c/feiyu.svg),飞鱼，CRM，线索，oceanengine,常留留 常,2019-11-22
易拍,market,品牌标识,Brand,market.svg (https://dl.airtable.com/.attachments/667e6acfbc015fd68ae434ea60a21f38/6365c784/market.svg),巨量创意，易拍，广告拍摄，滤镜，编辑视频，oceanengine,常留留 常,2019-11-22
小六客服,customer,品牌标识,Brand,customer.svg (https://dl.airtable.com/.attachments/c150c58d03d1831ac91da0ca6f18916d/90c8a3e6/customer.svg),客服，聊天，沟通，oceanengine,常留留 常,2019-11-22
浏览器-safari,browser-safari,品牌标识,Brand,browser-safari.svg (https://dl.airtable.com/.attachments/f08547439c10339291a25c59cbb6cf90/8bf8c2a0/browser-safari.svg),苹果浏览器，Safari,常留留 常,2019-05-31
浏览器-chrome,browser-chrome,品牌标识,Brand,browser-chrome.svg (https://dl.airtable.com/.attachments/8c7733355d20faab204a13ebed0a6567/59d8e825/browser-chrome.svg),谷歌浏览器，Chrome,常留留 常,2019-05-31
朋友圈,friends-circle,品牌标识,Brand,朋友圈.svg (https://dl.airtable.com/.attachments/ac4ceef0fef19ef66497591a60661f63/d9493eef.svg),朋友圈，快门，微信，拍照，社交，晒图,常留留 常,2019-10-12
微信,wechat,品牌标识,Brand,微信.svg (https://dl.airtable.com/.attachments/869d6b6739251481727a772c7d601652/77fc6b36.svg),聊天，社交，沟通，语音,常留留 常,2019-10-12
优兔,youtube,品牌标识,Brand,youtube.svg (https://dl.airtable.com/.attachments/acb9d0686f8be46f4fbada704123ff43/f4ce3490/youtube.svg),小视频，短视频，logo，社交，社交平台,常留留 常,2019-10-12
github-one,github-one,品牌标识,Brand,githup-one.svg (https://dl.airtable.com/.attachments/440d9a04316bea463d64295a8a6b646a/d41a9fd2/githup-one.svg),代码共享社区，开发，社区,常留留 常,2019-10-12
github ,github,品牌标识,Brand,githup.svg (https://dl.airtable.com/.attachments/b82d506968819100aa97e694d619f769/da30c442/githup.svg),代码共享社区，开发，社区,常留留 常,2019-10-12
推特,twitter,品牌标识,Brand,Twitter.svg (https://dl.airtable.com/.attachments/5cc83f1dca51ba88128b5399f8a9d4c4/ff3b0c3f/Twitter.svg),小视频，短视频，logo，社交，新闻，国际社交，社交平台,常留留 常,2019-10-12
脸书,facebook,品牌标识,Brand,facebook-one.svg (https://dl.airtable.com/.attachments/628a9b814e553d5b2c13b1be9bdb56ee/f71ec4fd/facebook-one.svg),小视频，短视频，logo，社交，社交平台,常留留 常,2019-10-12
脸书,facebook-one,品牌标识,Brand,facebook.svg (https://dl.airtable.com/.attachments/23f9fd6c4c3c8524a3670d9dee0cc40c/84ad2b9b/facebook.svg),小视频，短视频，logo，社交，社交平台,常留留 常,2019-10-12
instagram,instagram,品牌标识,Brand,instagram.svg (https://dl.airtable.com/.attachments/bc8c4e16c34f0d43f1790fc6625e0912/c1ddb04f/instagram.svg),小视频，短视频，logo，社交，图片分享，国际社交，社交平台,常留留 常,2019-10-12
gitlab,gitlab,品牌标识,Brand,gitlab.svg (https://dl.airtable.com/.attachments/bbfccd56444931f4d9f04b4c8d658f50/9243ec7f/gitlab.svg),代码共享社区，开发，社区,常留留 常,2019-10-12
橙子建站,orange-station,品牌标识,Brand,orange-station.svg (https://dl.airtable.com/.attachments/261a0888b2846a9e91fb8e17333c22b0/98b98bcf/orange-station.svg),智能建站，落地页，智能设计平台，oceanengine，H5,常留留 常,2019-11-22
巨量创意,cc,品牌标识,Brand,cc.svg (https://dl.airtable.com/.attachments/64a7c6f527bb376de55e529105bb69a8/93a90c7c/cc.svg),创意中心，商业化品牌，创意广告，oceanengine,常留留 常,2019-11-22
青鸟线索通,qingniao-clue,品牌标识,Brand,clue.svg (https://dl.airtable.com/.attachments/53f1cfe8525c09fc32deca101609d83e/8d4c1150/clue.svg),商业化品牌，品牌广告，oceanengine,常留留 常,2019-11-22
支付宝,alipay,品牌标识,Brand,alipay.svg (https://dl.airtable.com/.attachments/ad849525224d41c0f21dc4942e4f5475/9f7015dc/alipay.svg),手机付款，移动支付，无现金支付，阿里支付,常留留 常,2019-11-22
淘宝,taobao,品牌标识,Brand,taobao.svg (https://dl.airtable.com/.attachments/a99b04dd7d72bb002734ff0a0b6001f3/cd362176/taobao.svg),阿里巴巴，电商，购物，手机购物,常留留 常,2019-11-22
谷歌,google,品牌标识,Brand,google.svg (https://dl.airtable.com/.attachments/177766c874c17a42770dba5337cb17c8/70c0a80e/google.svg),搜索，search，company，Google LLC，,常留留 常,2020-01-16
追波,dribble,品牌标识,Brand,dribble.svg (https://dl.airtable.com/.attachments/9ccd1dff93ea3383d2db651379ffeb30/27bd0adf/dribble.svg),logo，设计，社区，分享，国际设计师社区，design，designer，share,常留留 常,2020-01-16
字节设计,bydesign,品牌标识,Brand,bydesign.svg (https://dl.airtable.com/.attachments/1df1dc7538d14afaf07539c104dc69fb/3dc4f983/bydesign.svg),Bytedesign，Bydesign，字节跳动，设计中台，design,常留留 常,2020-01-16
多云,cloudy,天气自然,Weather,cloudy.svg (https://dl.airtable.com/.attachments/8c95bc18efde24af34532c2f1ca8727d/1cde33e0/cloudy.svg),阴天，云彩，云朵，多云,齐 奉飞,2019-08-07
雷雨,thunderstorm,天气自然,Weather,thunderstorm.svg (https://dl.airtable.com/.attachments/253a680a2dae1a6e86d6f7b5b3c71810/b2472a1e/thunderstorm.svg),雷雨，打雷，闪电，下雨,齐 奉飞,2019-08-07
大雨,heavy-rain,天气自然,Weather,heavy-rain.svg (https://dl.airtable.com/.attachments/bd654a5778165090ede633638b11696d/7254611d/heavy-rain.svg),大雨，下雨，洪水,齐 奉飞,2019-08-07
沙尘暴,sandstorm,天气自然,Weather,sandstorm.svg (https://dl.airtable.com/.attachments/6c5e0761950c5d426eb4b7cbdc9a0555/4234f66c/sandstorm.svg),沙尘暴，浮尘，大风，坏天气,齐 奉飞,2019-08-07
太阳1,sun-one,天气自然,Weather,sun-one.svg (https://dl.airtable.com/.attachments/0b88e223d9f920278f281a61b75765ec/d50a5aec/sun-one.svg),阳光，太阳，晴朗,常留留 常,2019-08-07
大雾,fog,天气自然,Weather,fog.svg (https://dl.airtable.com/.attachments/617ddeeb1982e8a6247088c987f89d80/42161a92/fog.svg),大雾，雾霾，云雾,齐 奉飞,2019-08-07
太阳,sun,天气自然,Weather,sun.svg (https://dl.airtable.com/.attachments/d7e9e0413fdcb80d3096da4d87d88710/e50e626f/sun.svg),太阳，晴朗，阳光,常留留 常,2019-05-29
小雨,light-rain,天气自然,Weather,light-rain.svg (https://dl.airtable.com/.attachments/332205ac9cf184245944ee5fde3afb6f/9262125a/light-rain.svg),下雨，小雨,齐 奉飞,2019-08-07
雪花,snowflake,天气自然,Weather,snowflake.svg (https://dl.airtable.com/.attachments/d6a6fe359ee97d835b0b79e8f1d4a7e2/9a650159/snowflake.svg),雪花，下雪，天气，寒冷，大雪,齐 奉飞,2019-07-11
晴天,sunny,天气自然,Weather,sunny.svg (https://dl.airtable.com/.attachments/599d56b56a5c71b4a341475a82fbcd3b/382baa9c/sunny.svg),天气，晴朗，好心情,常留留 常,2019-08-07
雷雨,thunderstorm-one,天气自然,Weather,thunderstorm.svg (https://dl.airtable.com/.attachments/33e33e1dc89c45df649d3cb49725d51e/b765354c/thunderstorm.svg),雷雨，打雷，闪电，下雨,齐 奉飞,2019-08-07
月亮,moon,天气自然,Weather,moon.svg (https://dl.airtable.com/.attachments/147e28333bb4398a077dc81672f94909/e779ffe2/moon.svg),夜晚，月亮，黑夜，晚上，月牙，黑暗,常留留 常,2019-05-29
苹果电脑iMac,i-mac,硬件设备,Hardware,imac.svg (https://dl.airtable.com/.attachments/239996c69cb9507bc46f36e250de2308/a71f0a1f/imac.svg),iMac，苹果电脑，电脑，设备，硬件，PC,常留留 常,2019-08-07
电视,tv,硬件设备,Hardware,tv.svg (https://dl.airtable.com/.attachments/1db6ed1d9c903d8e29cea0bc47e21867/37343f17/tv.svg),电视，设备，综艺，屏幕，大屏，硬件,常留留 常,2019-08-07
大巴,bus,硬件设备,Hardware,bus.svg (https://dl.airtable.com/.attachments/335aed973ea38943dd6375e44060ae88/1bae6cd9/bus.svg),大巴，旅游，汽车，出行，交通,白明泽 白,2019-07-11
货车,truck,硬件设备,Hardware,truck.svg (https://dl.airtable.com/.attachments/77c9487e1447cb0a7f7b9dece87cf215/c92ab5d3/truck.svg),出行，货车，卡车，皮卡，硬件，汽车，设备，交通，运输,常留留 常,2019-08-07
键盘,keyboard,硬件设备,Hardware,keyboard.svg (https://dl.airtable.com/.attachments/b8679fdf3fba364fd2000aa8a29f9efe/ddca9efd/keyboard.svg),输入，键盘，按键,白明泽 白,2019-03-29
计算器,calculator,硬件设备,Hardware,calculator.svg (https://dl.airtable.com/.attachments/d163a8970f8b51998cfd7eada32f6e01/92ca931e/calculator.svg),计算器，计算，硬件，算数，数学，算力,常留留 常,2019-08-07
自行车,bike,硬件设备,Hardware,bike.svg (https://dl.airtable.com/.attachments/c21f3e4776f1e66211acbe0999ec3bf4/0569e50b/bike.svg),自行车，单车，交通，出行，健身，锻炼,常留留 常,2019-08-07
芯片,cpu,硬件设备,Hardware,cpu.svg (https://dl.airtable.com/.attachments/daf04817ea5096afd8b6ea9be364930a/75c9cc36/cpu.svg),芯片，CPU，GPU，算法，算力，电路，运算,常留留 常,2019-08-07
路由器,router,硬件设备,Hardware,router.svg (https://dl.airtable.com/.attachments/b96a855d10588a4a895d608ffb0436ab/3cf45fcc/router.svg),路由器，路由，网络，设备，硬件，存储，信号,常留留 常,2019-08-07
网络摄像头,webcam,硬件设备,Hardware,webcam.svg (https://dl.airtable.com/.attachments/469670e3f39c17ba01110a2af32b8c76/9f76a9ee/webcam.svg),摄像头，拍摄，摄像机，镜头，网络,常留留 常,2019-08-07
虚拟现实眼镜,virtual-reality-glasses,硬件设备,Hardware,vr-glasses.svg (https://dl.airtable.com/.attachments/601143519894832c2d0ea324a3ff4f71/8c6d38ae/vr-glasses.svg),VR，虚拟现实，眼睛，AR，增强现实，游戏,常留留 常,2019-08-07
音响,speaker,硬件设备,Hardware,speaker.svg (https://dl.airtable.com/.attachments/04ff92f5ee1123e498bfa98f6726522f/edc74844/speaker.svg),音乐，音响，设备，声音，家庭影院,常留留 常,2019-08-07
平板电脑,pad,硬件设备,Hardware,pad.svg (https://dl.airtable.com/.attachments/7789b8fab0d291fdbca6411827e3b74c/b6459535/pad.svg),电脑，平板，pad，游戏，设备,常留留 常,2019-08-07
服务器,server,硬件设备,Hardware,server.svg (https://dl.airtable.com/.attachments/f753fb9fc086190b1d58015f90adfabf/9f84a2c3/server.svg),服务器，运算，计算，机房，云计算,常留留 常,2019-08-07
监控摄像头,monitor-camera,硬件设备,Hardware,monitor-camera.svg (https://dl.airtable.com/.attachments/880c49a1e72825229c6bdc9ae47b4b35/9dda50a4/monitor-camera.svg),监控，摄像头，网络摄像头，摄像机，摄像机，摄像头，监视,白明泽 白,2019-08-07
打印机,printer,硬件设备,Hardware,printer.svg (https://dl.airtable.com/.attachments/c8ee288b0db2c38dfb1c3acbf781aa84/083fd432/printer.svg),打印机，打印，设备，纸张，输出，硬件,常留留 常,2019-08-07
手机,phone,硬件设备,Hardware,hardware-phone.svg (https://dl.airtable.com/.attachments/2f753455304c658f3338c2221840ea3c/a2c70dfe/hardware-phone.svg),Phone，电话，通信，手机,齐 奉飞,2019-03-27
汽车,car,硬件设备,Hardware,car.svg (https://dl.airtable.com/.attachments/19785339ac47cb923117162d4577f03c/b380bd91/car.svg),交通，汽车，小轿车，出行,白明泽 白,2019-03-29
从动装置,hunting-gear,硬件设备,Hardware,hunting-gear.svg (https://dl.airtable.com/.attachments/84d51c468bee4f47f66f5aed9a3c80bf/1a1100d2/hunting-gear.svg),组件，配置，驱动，装置，从动,常留留 常,2019-11-22
云存储,cloud-storage,硬件设备,Hardware,cloud-storage.svg (https://dl.airtable.com/.attachments/765a7da1539cb74da7506c15b7622b83/c9e0c901/cloud-storage.svg),储存，云盘，cloud，store,常留留 常,2019-11-22
硬盘,hard-disk,硬件设备,Hardware,hard-disk.svg (https://dl.airtable.com/.attachments/fd772327293b43d996bd83fa22e38419/72264586/hard-disk.svg),储存，存储，移动硬盘，store,常留留 常,2019-11-22
固态硬盘,solid-state-disk,硬件设备,Hardware,solid-state-disk.svg (https://dl.airtable.com/.attachments/e11a4685a2c9337b6a62f729909dc04e/bc67f90c/solid-state-disk.svg),储存，存储，硬盘，store,常留留 常,2019-11-22
存储卡,sd-card,硬件设备,Hardware,sd-card.svg (https://dl.airtable.com/.attachments/24db35a438e2c1406810c58d23607adb/de124348/sd-card.svg),SD，secure digital memory card，储存，存储，store，card，芯片,常留留 常,2019-11-22
微型存储卡,mini-sd-card,硬件设备,Hardware,mini-sd-card.svg (https://dl.airtable.com/.attachments/3587d370507b4320a1966674e772e041/531e3ecc/mini-sd-card.svg),微型SD卡，SD，储存，存储，store,常留留 常,2019-11-22
VR 眼镜,vr-glasses,硬件设备,Hardware,vr-glasses.svg (https://dl.airtable.com/.attachments/9af9634e0a9edf89bb1674e477b63f29/6e16c408/vr-glasses.svg),VR 眼镜，眼镜，虚拟现实，设备，游戏,金 磊,2020-02-12
开心,emotion-happy,表情符号,Emoji,emoticon-happy.svg (https://dl.airtable.com/.attachments/421fdbbc01094ad509c334fde0be7427/33f34c7b/emoticon-happy.svg),表情，成功，笑脸，喜悦,刘心乐,2019-03-27
不开心,emotion-unhappy,表情符号,Emoji,emotion-unhappy.svg (https://dl.airtable.com/.attachments/c28f0ea49663adf0c2701d81b8617a2d/e73954a1/emotion-unhappy.svg),表情，失败，哭脸，不开心，悲伤,刘心乐,2019-03-27
担心,worried-face,表情符号,Emoji,worried-face.svg (https://dl.airtable.com/.attachments/5f73bdd3002173bbc951423c8e64d398/c4085143/worried-face.svg),表情，失败，哭脸，不开心，悲伤,金 磊,2019-09-11
眨眼睛,winking-face,表情符号,Emoji,winking-face.svg (https://dl.airtable.com/.attachments/7cc275bee75b3288b67399992576232f/ac9a9606/winking-face.svg),眨眼睛,金 磊,2019-09-11
抿嘴闭眼,confounded-face,表情符号,Emoji,confounded-face.svg (https://dl.airtable.com/.attachments/bfc12c1e071bc796b8b07b10894deb14/d8a6fb42/confounded-face.svg),抿嘴闭眼,金 磊,2019-09-11
轻微沮丧,slightly-frowning-face-whit-open-mouth,表情符号,Emoji,slightly-frowning-face-whit-open-mouth.svg (https://dl.airtable.com/.attachments/f376927ffd114714d01f8ae722ec6f9f/cffa7139/slightly-frowning-face-whit-open-mouth.svg),轻微沮丧,金 磊,2019-09-11
闭眼笑,grinning-face-with-tightly-closed-eyes,表情符号,Emoji,grinning-face-with-tightly-closed-eyes.svg (https://dl.airtable.com/.attachments/66a50a814cb08e262d4b036ea6e83f24/a1b08c72/grinning-face-with-tightly-closed-eyes.svg),闭眼笑,金 磊,2019-09-11
正常标签,neutral-face,表情符号,Emoji,neutral-face.svg (https://dl.airtable.com/.attachments/ebc1d25aef1e2e89d81f416fc7c4d239/7eb797d4/neutral-face.svg),正常标签,金 磊,2019-09-11
哭,loudly-crying-face,表情符号,Emoji,loudly-crying-face.svg (https://dl.airtable.com/.attachments/ea467a01df397294e52e0b65446d7021/da988141/loudly-crying-face.svg),哭,金 磊,2019-09-11
闭眼生气,distraught-face,表情符号,Emoji,distraught-face.svg (https://dl.airtable.com/.attachments/a736aa65a88f71fe62b5f44f4913d219/23f40b78/distraught-face.svg),闭眼生气,金 磊,2019-09-11
沮丧,weary-face,表情符号,Emoji,weary-face.svg (https://dl.airtable.com/.attachments/5549360bb0926e13155cfdb5049f615f/099bcabb/weary-face.svg),沮丧,金 磊,2019-09-11
愤怒,pouting-face,表情符号,Emoji,pouting-face.svg (https://dl.airtable.com/.attachments/ecf018f8e35d7927e59ba55ab8c990ee/bf11315d/pouting-face.svg),愤怒,金 磊,2019-09-11
开心,grinning-face,表情符号,Emoji,grinning-face.svg (https://dl.airtable.com/.attachments/e41060c74ebb829cca581b6f40b675c5/dad43fa3/grinning-face.svg),开心,金 磊,2019-09-11
生气,angry-face,表情符号,Emoji,angry-face.svg (https://dl.airtable.com/.attachments/dd6f92ceac033da5e1361eb55fc3bc22/c5cb9146/angry-face.svg),生气,金 磊,2019-09-11
翻转笑脸,upside-down-face,表情符号,Emoji,smiling-face-with-squinting-eyes.svg (https://dl.airtable.com/.attachments/4e278308c55c8234d0a150275a54fc88/1ee062ce/smiling-face-with-squinting-eyes.svg),翻转笑脸,金 磊,2019-09-11
张嘴哭,loudly-crying-face-whit-open-mouth,表情符号,Emoji,loudly-crying-face-whit-open-mouth.svg (https://dl.airtable.com/.attachments/a3d71e0d36902f9d3ba18ec07a559e90/8e3b30d5/loudly-crying-face-whit-open-mouth.svg),张嘴哭,金 磊,2019-09-11
囧笑,sly-face-whit-smile,表情符号,Emoji,sly-face-whit-smile.svg (https://dl.airtable.com/.attachments/543aa2e4febc9a2efb3e31d4b259ca77/12d678ae/sly-face-whit-smile.svg),囧笑,金 磊,2019-09-11
笑眯眼,grinning-face-with-squinting-eyes,表情符号,Emoji,grinning-face-with-squinting-eyes.svg (https://dl.airtable.com/.attachments/bbafcfc25da7448baacce02ef77f234a/4f24d5bf/grinning-face-with-squinting-eyes.svg),笑眯眼,金 磊,2019-09-11
失落,disappointed-face,表情符号,Emoji,disappointed-face.svg (https://dl.airtable.com/.attachments/ea23b32a29e20835b3e7e53d9a3ccf4a/5458de8e/disappointed-face.svg),失落,金 磊,2019-09-11
张大嘴,astonished-face,表情符号,Emoji,astonished-face.svg (https://dl.airtable.com/.attachments/22593400cf073035f5282b34aa01d3a4/33bdf647/astonished-face.svg),张大嘴,金 磊,2019-09-11
微笑,slightly-smiling-face,表情符号,Emoji,slightly-smiling-face.svg (https://dl.airtable.com/.attachments/0f65ffafb29e95967f879cd5ad026ea4/23382b71/slightly-smiling-face.svg),微笑,金 磊,2019-09-11
张嘴闭眼笑,grinning-face-with-tightly-closed-eyes-open-mouth,表情符号,Emoji,grinning-face-with-tightly-closed-eyes-open-mouth.svg (https://dl.airtable.com/.attachments/4f218ccf745bd1920bbc8fcd073c8b14/112b83c0/grinning-face-with-tightly-closed-eyes-open-mouth.svg),张嘴闭眼笑,金 磊,2019-09-11
无语脸,expressionless-face,表情符号,Emoji,expressionless-face.svg (https://dl.airtable.com/.attachments/dc7907c3d4998bb96c5613f4f6f77962/fc9973a5/expressionless-face.svg),无语脸,金 磊,2019-09-11
张嘴笑,grinning-face-with-open-mouth,表情符号,Emoji,grinning-face-with-open-mouth.svg (https://dl.airtable.com/.attachments/95722c627e945dd2670ba27ee12f7cd6/1e189703/grinning-face-with-open-mouth.svg),张嘴笑,金 磊,2019-09-11
眨一个眼睛,winking-face-with-open-eyes,表情符号,Emoji,winking-face-with-open-eyes.svg (https://dl.airtable.com/.attachments/855a0c4149ee426c9ceb4e2de34559ea/d2b1c96d/winking-face-with-open-eyes.svg),眨一个眼睛,金 磊,2019-09-11
别嘴生气,frowning-face-whit-open-mouth,表情符号,Emoji,frowning-face-whit-open-mouth.svg (https://dl.airtable.com/.attachments/19992dd7a775b6eafd9e5a06654a78d2/ab9c4fd0/frowning-face-whit-open-mouth.svg),别嘴生气,金 磊,2019-09-11
惊讶张嘴,surprised-face-with-open-big-mouth,表情符号,Emoji,surprised-face-with-open-big-mouth.svg (https://dl.airtable.com/.attachments/cebc284a6caad47af8e803408bf7fefc/69be5379/surprised-face-with-open-big-mouth.svg),惊讶张嘴,金 磊,2019-09-11
大眼笑,face-with-smiling-open-eyes,表情符号,Emoji,face-with-smiling-open-eyes.svg (https://dl.airtable.com/.attachments/b52fb68d90365b02caf7b599c6040d6f/fc5526ae/face-with-smiling-open-eyes.svg),大眼笑,金 磊,2019-09-11
笑眯眼,smiling-face-with-squinting-eyes,表情符号,Emoji,smiling-face-with-squinting-eyes.svg (https://dl.airtable.com/.attachments/bd934702ea6c1e7ea72a11f5667afda0/e10be209/smiling-face-with-squinting-eyes.svg),笑眯眼,金 磊,2019-09-11
无嘴脸,face-without-mouth,表情符号,Emoji,face-without-mouth.svg (https://dl.airtable.com/.attachments/f107d77afbf2e31c99c5aa4c831e3b57/bcfb6d44/face-without-mouth.svg),无嘴脸,金 磊,2019-09-11
笑眯眼,relieved-face,表情符号,Emoji,relieved-face.svg (https://dl.airtable.com/.attachments/c08b84b70a45046eb1ecf4f36fe7b34b/7f65c9f3/relieved-face.svg),笑眯眼,金 磊,2019-09-11
张嘴晕,dizzy-face,表情符号,Emoji,dizzy-face.svg (https://dl.airtable.com/.attachments/6aca30228a0f0d3ab5d8d4a391eab72d/f49da035/dizzy-face.svg),张嘴晕,金 磊,2019-09-11
惊讶,surprised-face-with-open-mouth,表情符号,Emoji,surprised-face-with-open-mouth.svg (https://dl.airtable.com/.attachments/ff59750e094e18e7d7d6934bc2ae537c/2606a48b/surprised-face-with-open-mouth.svg),惊讶,金 磊,2019-09-11
圆嘴,anguished-face,表情符号,Emoji,anguished-face.svg (https://dl.airtable.com/.attachments/88229b1d0955fab9c56341fa28eda8d0/88b29225/anguished-face.svg),圆嘴,金 磊,2019-09-11
