Name-CN,Name-EN,图标分类-CN,图标分类-EN,图标预览,图标标签,UI 设计负责人,预计完成时间
标题级别,title-level,编辑操作,Edit,title-level.svg (https://dl.airtable.com/.attachments/668c48d6fb4da7062b64e05b3a034f83/8d713dfc/title-level.svg),字号，级别，文字尺寸，文字大小,常留留 常,2019-11-22
标题,h1,编辑操作,Edit,h1.svg (https://dl.airtable.com/.attachments/4223c28dc360fba9d31c3c43fdec6b35/2508d6b4/h1.svg),标题，中,常留留 常,2019-07-11
标题2,h3,编辑操作,Edit,h3.svg (https://dl.airtable.com/.attachments/96e414c71dd1686615b640108b9399f3/8d59b804/h3.svg),标题，文字，文本,常留留 常,2019-07-11
标题1,h2,编辑操作,Edit,h2.svg (https://dl.airtable.com/.attachments/a666e17b43c6ef62691780b89ece304a/65bd71a9/h2.svg),标题，大,常留留 常,2019-07-11
四级标题,level-four-title,编辑操作,Edit,level-four-title.svg (https://dl.airtable.com/.attachments/75c91e91a7940504b1441301d550f983/756a1a5b/level-four-title.svg),4号字体，第四级别标题，四级,常留留 常,2019-11-22
五级标题,level-five-title,编辑操作,Edit,level-fieve-title.svg (https://dl.airtable.com/.attachments/78b902f277985c3b54c82532128f675d/8197c6d6/level-fieve-title.svg),5号字体，第五级别标题，五级,常留留 常,2019-11-22
六级标题,level-six-title,编辑操作,Edit,level-six-title.svg (https://dl.airtable.com/.attachments/de0abb324436b5e3879e1a289567def3/3e027359/level-six-title.svg),6号字体，第六级别标题，六级,常留留 常,2019-11-22
七级标题,level-seven-title,编辑操作,Edit,level-seven-title.svg (https://dl.airtable.com/.attachments/2e015e3d7e88b7d49342b0bee8b1b3d7/4a09d00e/level-seven-title.svg),7号字体，第七级别标题，七级,常留留 常,2019-11-22
八级标题,level-eight-title,编辑操作,Edit,level-eight-title.svg (https://dl.airtable.com/.attachments/676d8d6d4a5367452c63d9e8b40e9dbe/831e4436/level-eight-title.svg),8号字体，第八级别标题，八级,常留留 常,2019-11-22
九级标题,level-nine-title,编辑操作,Edit,level-nine-title.svg (https://dl.airtable.com/.attachments/47ad8f208fc97a2fb14bd6c7a74d65dd/aaad9695/level-nine-title.svg),9号字体，第九级别标题，九级,常留留 常,2019-11-22
有序列表,ordered-list,编辑操作,Edit,ordered-list.svg (https://dl.airtable.com/.attachments/978817369ae1968103d6ba9c2d32946b/f771247f/ordered-list.svg),列表，序列，排序,常留留 常,2019-11-22
文字斜体,text-italic,编辑操作,Edit,text-Italic.svg (https://dl.airtable.com/.attachments/338339c0a131bd38afe5bf59cc81c5d1/d39f6592/text-Italic.svg),文字，斜体，排版,常留留 常,2019-07-11
字号大小,font-size,符号,Character,fontsize.svg (https://dl.airtable.com/.attachments/d265c3b866a4dc16dcb0ae5eef7c8d67/dc78a899/fontsize.svg),字号大小，文字,常留留 常,2019-07-11
文字加粗,text-bold,编辑操作,Edit,text-bold.svg (https://dl.airtable.com/.attachments/a364cbed877227d5e2d2f3dc82b19507/cc1068ce/text-bold.svg),文字加速，排版,常留留 常,2019-07-11
文字下划线,text-underline,编辑操作,Edit,text-underline.svg (https://dl.airtable.com/.attachments/9ba892272f750387d2f022cae7400c7f/fdbb82bd/text-underline.svg),下划线，文字，排版,常留留 常,2019-07-11
字体大小,font-size-two,编辑操作,Edit,fontsize.svg (https://dl.airtable.com/.attachments/98d2bfb9992aac72cfca5bdcc1c880c5/310d63b8/fontsize.svg),字体大小，编辑，调整,金 磊,2019-08-16
文字居中,align-text-center,编辑操作,Edit,align-text-botht.svg (https://dl.airtable.com/.attachments/31366f4d895411c6a5ee7140faa035cb/dd5055b6/align-text-botht.svg),居中对齐，文字对齐,刘心乐,2019-05-29
文字两边对齐,align-text-both,编辑操作,Edit,align-text-center.svg (https://dl.airtable.com/.attachments/774d35b851cd14e0bab11ab2a538542b/77b8a0c8/align-text-center.svg),两端对齐，文字对齐,刘心乐,2019-05-30
文字居右,align-text-right,编辑操作,Edit,align-text-right.svg (https://dl.airtable.com/.attachments/2966a061ba375ba618417e2242c8095f/f8cc4ad3/align-text-right.svg),右对齐，文字对齐,刘心乐,2019-05-29
文字居左,align-text-left,编辑操作,Edit,align-text-leftt.svg (https://dl.airtable.com/.attachments/31a52b5aae78f0d5c935ba0e664840c7/feea45bf/align-text-leftt.svg),左对齐，文字对齐,刘心乐,2019-05-29
文字居左1,align-text-left-one,编辑操作,Edit,align-text-leftt2.svg (https://dl.airtable.com/.attachments/95e363d65390ff90cf89cc9108757408/85729f22/align-text-leftt2.svg),文字对齐，左对齐，对齐,刘心乐,2019-05-29
文字居中1,align-text-center-one,编辑操作,Edit,align-text-center2.svg (https://dl.airtable.com/.attachments/11d5469112ab2e7ce0a0fbcd5accc29a/27e5dd99/align-text-center2.svg),文字对齐，中对齐，对齐,刘心乐,2019-05-29
文字居右1,align-text-right-one,编辑操作,Edit,align-text-right2.svg (https://dl.airtable.com/.attachments/1391a831a85098384510083e563bd2b9/d6dfcfad/align-text-right2.svg),文字对齐，右对齐，对齐,刘心乐,2019-05-29
文字两边对齐1,align-text-both-one,编辑操作,Edit,align-text-botht2.svg (https://dl.airtable.com/.attachments/1688aa06d84d3f8dffc96850e88026bd/0dac0246/align-text-botht2.svg),文字对齐，左右对齐，两边对齐,刘心乐,2019-05-30
文字底对齐1,align-text-bottom-one,编辑操作,Edit,align-text-bottom2.svg (https://dl.airtable.com/.attachments/8a1f34ab4f9b429a997d750f80755e5d/ac4d58f5/align-text-bottom2.svg),文字对齐，底对齐，对齐,刘心乐,2019-05-29
文字顶对齐1,align-text-top-one,编辑操作,Edit,align-text-top2.svg (https://dl.airtable.com/.attachments/4858cef90c54f1015a3a23f898c28866/f50d56c9/align-text-top2.svg),文字对齐，顶对齐，对齐,刘心乐,2019-05-29
文字中间对齐1,align-text-middle-one,编辑操作,Edit,align-text-middle2.svg (https://dl.airtable.com/.attachments/9145e910c71f32d572f1ff9064f077ca/b8252645/align-text-middle2.svg),文字对齐，居中对齐，对齐,刘心乐,2019-05-29
文本样式,text-style-one,编辑操作,Edit,text-style.svg (https://dl.airtable.com/.attachments/3345d6dd8168cfc7551cecf3cf8de195/df56c13d/text-style.svg),文本，编辑，文字，样式，属性,金 磊,2019-11-22
左对齐,left-alignment,编辑操作,Edit,left-alignment.svg (https://dl.airtable.com/.attachments/33e0a65b621d514329a52300ea2619db/05ee8367/left-alignment.svg),靠左，左边，对齐方式，排版，排版方式,金 磊,2019-11-22
居中对齐,center-alignment,编辑操作,Edit,center-alignment.svg (https://dl.airtable.com/.attachments/e3df3c0ca17a40389573899405e2fe38/2fb954ec/center-alignment.svg),居中，对齐，对齐方式，排版，排版方式,金 磊,2019-11-22
分散对齐,scatter-alignment,编辑操作,Edit,scatter-alignment.svg (https://dl.airtable.com/.attachments/d67a8ada0fb0f580732f2291481b5f09/a4c82767/scatter-alignment.svg),文本对齐，对齐方式，排版，排版方式，对齐,金 磊,2019-11-22
水平翻转,flip-horizontally,编辑操作,Edit,flip-horizontally.svg (https://dl.airtable.com/.attachments/fa0aa130ab715329b858fb67347303ca/9085dc04/flip-horizontally.svg),调整，左右镜像,常留留 常,2019-03-29
垂直翻转,flip-vertically,编辑操作,Edit,flip-vertically.svg (https://dl.airtable.com/.attachments/95bccd97a11685ea7bdd05ff4d9fab4f/fa2f5f0b/flip-vertically.svg),调整，上下镜像,常留留 常,2019-03-29
解组,ungroup,编辑操作,Edit,ungroup.svg (https://dl.airtable.com/.attachments/52510c5f876a12a66c34212dcb234432/8431f087/ungroup.svg),组合，解组,常留留 常,2019-07-11
最上层,bring-to-front,编辑操作,Edit,bring-to-front.svg (https://dl.airtable.com/.attachments/be16e3d73a0e97bc7432aec422d408f3/da294f6e/bring-to-front.svg),最上层，图层，层级，顶层,刘心乐,2019-07-24
选中焦点,selected-focus,编辑操作,Edit,selected-focus.svg (https://dl.airtable.com/.attachments/9a84ee2ae56e6f9c4aa9d42c510ec8a0/d14c66e6/selected-focus.svg),选中焦点,常留留 常,2019-07-11
选中,selected,编辑操作,Edit,selected.svg (https://dl.airtable.com/.attachments/c2e0ffcf01e26e2092145216596f1c6a/46f696c9/selected.svg),选中，命中,常留留 常,2019-07-11
成组,group,编辑操作,Edit,group.svg (https://dl.airtable.com/.attachments/7f6f19e2cbe6234ea574ccf851a660dd/c8d79ce2/group.svg),组合，成组,常留留 常,2019-07-11
最下层,sent-to-back,编辑操作,Edit,sent-to-back.svg (https://dl.airtable.com/.attachments/2ad9346149e902f0bf0aa5f3e6a42199/52b7fcea/sent-to-back.svg),最下层，图层，层级，底层,刘心乐,2019-07-24
写作,write,编辑操作,Edit,write.svg (https://dl.airtable.com/.attachments/a1dffbbf4fdbf45e78bda4f94bd59c1b/65bf13bb/write.svg),协作，写字，编辑，修改,齐 奉飞,2019-07-11
编辑,edit,编辑操作,Edit,edit1.svg (https://dl.airtable.com/.attachments/66108db67fde5d8ffd4b91c5e93c4567/2bb8350f/edit1.svg),撰写，修改,白明泽 白,2019-03-26
编辑1,edit-one,编辑操作,Edit,edit2.svg (https://dl.airtable.com/.attachments/d8dafdebc561478aa983f04032ebc58a/f35ee8c6/edit2.svg),撰写，修改,白明泽 白,2019-03-26
编辑2,edit-two,编辑操作,Edit,edit3.svg (https://dl.airtable.com/.attachments/e42f9e7a949ddc6460854bdee957be3a/c2972bea/edit3.svg),撰写，修改,白明泽 白,2019-03-26
更多,more,编辑操作,Edit,more.svg (https://dl.airtable.com/.attachments/ae2bb78a0237e638a0052988aa1aad07/036bbcd9/more1.svg),点，三点，更多,齐 奉飞,2019-03-26
更多1,more-one,编辑操作,Edit,more2.svg (https://dl.airtable.com/.attachments/6f8e8da5f63e2cd0b52f56a5badef621/13312830/more2.svg),点，三点，更多,齐 奉飞,2019-03-26
更多2,more-two,编辑操作,Edit,more2.svg (https://dl.airtable.com/.attachments/449ef4271e100bb3b14fa3f942c3e676/115d1121/more3.svg),更多，圆形，三点,齐 奉飞,2019-03-26
更多3,more-three,编辑操作,Edit,more3.svg (https://dl.airtable.com/.attachments/42622a160cace4602a250b4308f44e55/4b3e5cfb/more4.svg),更多，圆形，三点,常留留 常,2019-05-27
文字,text,编辑操作,Edit,text.svg (https://dl.airtable.com/.attachments/644c2b75fde3459b19c918e165cb1124/eb126321/text.svg),文字，输入，文本,白明泽 白,2019-03-26
翻译,translation,编辑操作,Edit,文本编辑.svg (https://dl.airtable.com/.attachments/a2521c44ef6c76dbd369af859e82189e/8dd27088.svg),文本编辑，文字旋转，翻译，转码,金 磊,2019-10-12
文本样式,text-style,编辑操作,Edit,文本样式.svg (https://dl.airtable.com/.attachments/e7780c9dae373c92a58358478659e115/b6b7084a.svg),文字样式，样式，文本放大，选中文字，文本,金 磊,2019-10-12
点,dot,编辑操作,Edit,dot.svg (https://dl.airtable.com/.attachments/66de5c0df61c6cf2f7371b65060bc5e9/92e5f7ca/dot.svg),点，圆点,常留留 常,2019-07-11
行高度,row-height,编辑操作,Edit,row-height.svg (https://dl.airtable.com/.attachments/e14ef9ed339bac0394e8fd435a901f37/8cd3658c/row-height.svg),行高，高度，行间距,刘心乐,2019-07-24
日历,calendar,编辑操作,Edit,calendar.svg (https://dl.airtable.com/.attachments/147ae5c3cf160768dbd0808c7127008d/d57a9b78/calendar.svg),日期，时间，日历，排期,齐 奉飞,2019-03-26
计划,plan,编辑操作,Edit,plan.svg (https://dl.airtable.com/.attachments/2284eb2aa6e1a39333101d4e9cb7a061/31617200/plan.svg),计划，日期，排期，日历，规划,刘心乐,2019-03-26
合并单元格,merge-cells,编辑操作,Edit,合并单元格.svg (https://dl.airtable.com/.attachments/7c97a3b7a1c311d31203f390f7129691/07a7e64c.svg),合并单元格，表格，操作,常留留 常,2019-10-12
拆分单元格,split-cells,编辑操作,Edit,拆分单元格.svg (https://dl.airtable.com/.attachments/3a9ccc8e5d83825821e55ac6f390790d/e5da5d7b.svg),拆分单元格，表格，操作,常留留 常,2019-10-12
旋转,rotation,编辑操作,Edit,组件备份.svg (https://dl.airtable.com/.attachments/99114447a469312630a3ba5c33f617c8/1ede5629.svg),加载,金 磊,2019-10-12
等比,equal-ratio,编辑操作,Edit,1:1.svg (https://dl.airtable.com/.attachments/69d0f4542fbb8e096e5a523e91806882/4f1f8a43/11.svg),等比，一比一，还原,白明泽 白,2019-05-27
一对一,one-to-one,编辑操作,Edit,one-to-one.svg (https://dl.airtable.com/.attachments/153904ef1c04554eef029165b27a8692/18252860/one-to-one.svg),"1:1，等比，等比例,一比一，比例",常留留 常,2019-11-22
一对多,one-to-many,编辑操作,Edit,one-to-many.svg (https://dl.airtable.com/.attachments/8080119e3142aa8f23f14d8418de8c76/aa2d4a0b/one-to-many.svg),一对多，1:n，比例,常留留 常,2019-11-22
多对多,many-to-many,编辑操作,Edit,many-to-many.svg (https://dl.airtable.com/.attachments/ac115c5fc45acdd110761e9508f2d2e6/54415500/many-to-many.svg),多对多，n:n，N:N,常留留 常,2019-11-22
下拉列表,drop-down-list,编辑操作,Edit,drop-down-list.svg (https://dl.airtable.com/.attachments/6531e692b8afe87be8f1038210c01974/bdb8ab14/drop-down-list.svg),下拉，列表，表单，向下,常留留 常,2019-11-22
亮度,brightness,编辑操作,Edit,brightness.svg (https://dl.airtable.com/.attachments/c27cb12562dc430cc2c40e82574915db/645bc418/brightness.svg),显示，显示屏，明暗,常留留 常,2019-11-22
马赛克,mosaic,编辑操作,Edit,mosaic.svg (https://dl.airtable.com/.attachments/16256f917215019cb34ac90e65765f19/a46604b6/mosaic.svg),模糊，虚化，遮盖，擦除,常留留 常,2019-11-22
上传日志,upload-logs,编辑操作,Edit,upload-logs.svg (https://dl.airtable.com/.attachments/02f414058e576f8f2a97e065cbfdbd29/acb670bd/upload-logs.svg),上传，日志，上传文档，文档,常留留 常,2019-11-22
引用,quote,编辑操作,Edit,quote.svg (https://dl.airtable.com/.attachments/fbe351090ec6b3e17e53868884ab5a98/69045080/quote.svg),引号，引用，附言,常留留 常,2019-11-22
代码,code,编辑操作,Edit,code.svg (https://dl.airtable.com/.attachments/7b10e273db95d057f506f5da2f053bcc/7dcc1f29/code.svg),代码序列，字段,常留留 常,2019-11-22
文本换行-溢出,text-wrap-overflow,编辑操作,Edit,text-wrap-overflow.svg (https://dl.airtable.com/.attachments/95930b71d521397682198779fa2e12cf/03fba18e/text-wrap-overflow.svg),超出，溢出，文本，换行，折行,常留留 常,2019-11-22
文本换行-截断,text-wrap-truncation,编辑操作,Edit,text-wrap-truncation.svg (https://dl.airtable.com/.attachments/f97ca08754bf8368d1b505ab771b01ce/38c5a00c/text-wrap-truncation.svg),截断，省略，文本省略，换行,常留留 常,2019-11-22
清除格式,clear-format,编辑操作,Edit,clear-format.svg (https://dl.airtable.com/.attachments/411e647562cc9cf773fe455f9a92571f/ebd4cd38/clear-format.svg),清除，恢复，字体格式,常留留 常,2019-11-22
格式刷,format-brush,编辑操作,Edit,format-brush.svg (https://dl.airtable.com/.attachments/178347f3198923a6719e909a6f4864b7/bf80ee10/format-brush.svg),格式，刷子，复制格式，字体格式，粉刷，上色,常留留 常,2019-11-22
背景颜色,background-color,编辑操作,Edit,background-color.svg (https://dl.airtable.com/.attachments/966901453463a0929a0eb3498868aed3/92bd1ad8/background-color.svg),背景，颜色，油漆桶，粉刷，上色,常留留 常,2019-11-22
压缩文件,zip,编辑操作,Edit,zip.svg (https://dl.airtable.com/.attachments/f756cbe89389c574de8b8e586ac31e81/0a478b46/zip.svg),压缩，文件，压缩包，ZIP,常留留 常,2019-11-22
输入键盘,enter-the-keyboard,编辑操作,Edit,enter-the-keyboard.svg (https://dl.airtable.com/.attachments/aa415eef71e525b80f7ff060aaba9546/e29eab4e/enter-the-keyboard.svg),输入，录入，键盘,常留留 常,2019-11-22
查找,find,编辑操作,Edit,find.svg (https://dl.airtable.com/.attachments/be8d4ebd75f362963a9020b47ab9fc84/339c01da/find.svg),查询，搜索，搜寻，放大镜，搜索列表,常留留 常,2019-11-22
冻结行,freeze-line,编辑操作,Edit,freeze-line.svg (https://dl.airtable.com/.attachments/2f3f8d068379aa3f0642df429faef2f6/6faf35e5/freeze-line.svg),固定首行，固定,常留留 常,2019-11-22
冻结列,freeze-column,编辑操作,Edit,freeze-column.svg (https://dl.airtable.com/.attachments/e38d688473c75fc375f89444add8c82b/a04bf6e8/freeze-column.svg),固定首列，列,常留留 常,2019-11-22
冻结行列,freezing-line-column,编辑操作,Edit,freezing-line-column.svg (https://dl.airtable.com/.attachments/27d88dba48802681011aaa9b9d7d7136/909b32a1/freezing-line-column.svg),固定首行首列，固定,常留留 常,2019-11-22
圆头端点,endpoint-round,编辑操作,Edit,endpoint-round.svg (https://dl.airtable.com/.attachments/f8e84757cf49dc12c292ff50a814141f/24656bb6/endpoint-round.svg),端点类型,刘心乐,2019-03-27
方头端点,endpoint-flat,编辑操作,Edit,endpoint-flat.svg (https://dl.airtable.com/.attachments/b7afbbf4b4dbaedc31d8e6184c2054f9/849c338a/endpoint-flat.svg),端点类型,刘心乐,2019-03-27
平头端点,endpoint-square,编辑操作,Edit,endpoint-Square.svg (https://dl.airtable.com/.attachments/536a6fe56a71ffeb5b3af1b01c103451/27514dd6/endpoint-Square.svg),端点类型,刘心乐,2019-03-27
圆头节点,node-round,编辑操作,Edit,node-round.svg (https://dl.airtable.com/.attachments/896024d135f866ba6361b8b83bda3879/4b284cf8/node-round.svg),端点类型,刘心乐,2019-03-27
方头节点,node-flat,编辑操作,Edit,node-flat.svg (https://dl.airtable.com/.attachments/95494c4bcd96df24d25bbab70d28b1a9/cef1def1/node-flat.svg),端点类型,刘心乐,2019-03-27
平头节点,node-square,编辑操作,Edit,node-square.svg (https://dl.airtable.com/.attachments/f372d944db12d6886b1f83be645af396/f5654f10/node-square.svg),端点类型,刘心乐,2019-03-27
文件-txt,file-txt,编辑操作,Edit,file-txt.svg (https://dl.airtable.com/.attachments/8812c008f92ccd58a350fa5d2702e614/ba9c0ab4/file-txt.svg),文件，文本文件，文稿，写字，文字,齐 奉飞,2019-08-07
文件-pdf,file-pdf,编辑操作,Edit,file-pdf.svg (https://dl.airtable.com/.attachments/37ebc6af4ec882f16dbcbbf7d85f56c3/d2484da2/file-pdf.svg),文件，PDF 文件,齐 奉飞,2019-08-07
文件-gif,file-gif,编辑操作,Edit,file-gif.svg (https://dl.airtable.com/.attachments/0844f451da8fb67ecce821892a488b6a/c2887542/file-gif.svg),文件，动图，GIF 文件,齐 奉飞,2019-08-07
文件-jpg,file-jpg,编辑操作,Edit,file-jpg.svg (https://dl.airtable.com/.attachments/b0c2d8d661d952d7569d33184c31e370/098efcfb/file-jpg.svg),文件，图像，照片，JPG 文件,齐 奉飞,2019-08-07
文件-word,file-word,编辑操作,Edit,file-word.svg (https://dl.airtable.com/.attachments/d5791f1e59aba0ac7ee6f51dfbcdb5c6/3555a464/file-word.svg),文件，文档，文字，Word，办公，文案,齐 奉飞,2019-08-07
